Query,Value
0,6.094057083129883
1,0.08119799941778183
2,0.004689999856054783
3,0.004038000013679266
4,0.003763000015169382
5,0.003809999907389283
6,0.003703000023961067
7,0.00380200007930398
8,0.0037380000576376915
9,0.0036700000055134296
10,0.0038010000716894865
11,0.0036929999478161335
12,0.0036949999630451202
13,0.003628999926149845
14,0.0037010000087320805
15,0.0037950000260025263
16,0.0036750000435858965
17,0.0037529999390244484
18,0.006649999879300594
19,0.0037410000804811716
20,0.012509999796748161
21,0.0036869999021291733
22,0.0037189999129623175
23,0.003575999988242984
24,0.003622000105679035
25,0.0037930000107735395
26,0.0037799999117851257
27,0.013931999914348125
28,0.0039980001747608185
29,0.003771000076085329
30,0.0038129999302327633
31,0.005297999829053879
32,0.003829000052064657
33,0.00381199992261827
34,0.0038399999029934406
35,0.003860000055283308
36,0.008991999551653862
37,0.003930999897420406
38,0.003889000043272972
39,0.003826000029221177
40,0.0038250000216066837
41,0.003725999966263771
42,0.0038799999747425318
43,0.003734000027179718
44,0.003909999970346689
45,0.004315000027418137
46,0.003957999870181084
47,0.0038880000356584787
48,0.00394000019878149
49,0.00392899988219142
50,0.003828000044450164
51,0.003834000090137124
52,0.00381799996830523
53,0.003776000114157796
54,0.00392800010740757
55,0.003792000003159046
56,0.003831000067293644
57,0.003831000067293644
58,0.003916999790817499
59,0.0038079998921602964
60,0.0037990000564604998
61,0.003800000064074993
62,0.004765000194311142
63,0.011463000439107418
64,0.0039059999398887157
65,0.003924000076949596
66,0.0038449999410659075
67,0.005667999852448702
68,0.003967000171542168
69,0.003869999898597598
70,0.0038999998942017555
71,0.004511999897658825
72,0.0038330000825226307
73,0.0034000000450760126
74,0.0034360000863671303
75,0.0034839999862015247
76,0.0034890000242739916
77,0.003432000055909157
78,0.0034489999525249004
79,0.003358999965712428
80,0.003381999908015132
81,0.0034549999982118607
82,0.0033470001071691513
83,0.003539999946951866
84,0.0033019999973475933
85,0.003350999904796481
86,0.0034129999112337828
87,0.003748999908566475
88,0.003590000094845891
89,0.003360999980941415
90,0.003639000002294779
91,0.0034839999862015247
92,0.0035069999285042286
93,0.0034489999525249004
94,0.003504999913275242
95,0.003401000052690506
96,0.003381999908015132
97,0.0034779999405145645
98,0.003461000043898821
99,0.0035180000122636557
100,0.003415999934077263
101,0.0033710000570863485
102,0.003344000084325671
103,0.0033909999765455723
104,0.0033279999624937773
105,0.003441999899223447
106,0.0034080001059919596
107,0.003323999932035804
108,0.003582000033929944
109,0.0033549999352544546
110,0.0034469999372959137
111,0.003404000075533986
112,0.003378000110387802
113,0.0033680000342428684
114,0.0033390000462532043
115,0.00342399999499321
116,0.0035639998968690634
117,0.0033080000430345535
118,0.0034129999112337828
119,0.004042999818921089
120,0.0035000001080334187
121,0.0035180000122636557
122,0.0034600000362843275
123,0.003976000007241964
124,0.003360999980941415
125,0.0033990000374615192
126,0.005667000077664852
127,0.006446000188589096
128,0.003490000031888485
129,0.00343999988399446
130,0.003370000049471855
131,0.0034260000102221966
132,0.00343300006352365
133,0.003469000104814768
134,0.003413999918848276
135,0.003386999946087599
136,0.003498000092804432
137,0.003924000076949596
138,0.003640000009909272
139,0.003031000029295683
140,0.0029120000544935465
141,0.0027759999502450228
142,0.0029349999967962503
143,0.0028429999947547913
144,0.002767000114545226
145,0.00291300006210804
146,0.003011000109836459
147,0.0028800000436604023
148,0.0028589998837560415
149,0.00292299990542233
150,0.0029170000925660133
151,0.0029269999358803034
152,0.0028119999915361404
153,0.002856000093743205
154,0.002899999963119626
155,0.00292899995110929
156,0.002901999978348613
157,0.002870999975129962
158,0.002767999889329076
159,0.002862999914214015
160,0.0029380000196397305
161,0.002873999997973442
162,0.0028750000055879354
163,0.002901999978348613
164,0.002870999975129962
165,0.0028699999675154686
166,0.002778999973088503
167,0.0028520000632852316
168,0.0027660001069307327
169,0.002901999978348613
170,0.003100000089034438
171,0.0028540000785142183
172,0.002750999992713332
173,0.002858000108972192
174,0.002841999987140298
175,0.002896999940276146
176,0.0027749999426305294
177,0.002920999890193343
178,0.0028180000372231007
179,0.0029589999467134476
180,0.002959999954327941
181,0.0031769999768584967
182,0.0031659998930990696
183,0.00292899995110929
184,0.002867999952286482
185,0.0034030000679194927
186,0.0028009999077767134
187,0.002882000058889389
188,0.002865999937057495
189,0.002841999987140298
190,0.002827000105753541
191,0.007420999929308891
192,0.0029810001142323017
193,0.002956999931484461
194,0.0029539999086409807
195,0.002899999963119626
196,0.002858000108972192
197,0.0028490000404417515
198,0.0028840000741183758
199,0.0029360000044107437
200,0.0028989999555051327
201,0.0027940000873059034
202,0.00890200026333332
203,0.003131000092253089
204,0.0029490001033991575
205,0.011435000225901604
206,0.0037980000488460064
207,0.0028389999642968178
208,0.002733000088483095
209,0.002604000037536025
210,0.002641000086441636
211,0.0026740001048892736
212,0.002736999886110425
213,0.002902999985963106
214,0.002687999978661537
215,0.002741999924182892
216,0.002707999898120761
217,0.002684999955818057
218,0.0026370000559836626
219,0.0026710000820457935
220,0.0026859999634325504
